Date,Open,High,Low,Close,Adj Close,Volume
2014-11-24,234.576492,246.567123,234.039063,240.125504,240.125504,19705721
2014-11-25,240.115952,251.818924,238.609528,238.801376,238.801376,16186664
2014-11-26,239.228287,240.571976,231.690430,233.352341,233.352341,11783669
2014-11-27,234.702911,236.913727,234.246292,235.099213,235.099213,5563488
2014-11-28,234.910965,244.687469,228.577347,240.602707,240.602707,14666048
2014-11-29,240.414169,247.731689,237.853119,239.991684,239.991684,9827176
2014-11-30,240.003845,244.488693,238.597076,242.182571,242.182571,5890096
2014-12-01,242.311981,245.716660,241.346191,241.050659,241.050659,7476641
2014-12-02,241.053833,244.516739,240.263885,243.714050,243.714050,7902403
2014-12-03,243.974167,244.838913,239.275177,239.027344,239.027344,8502836
2014-12-04,239.478607,241.489151,234.525223,235.761948,235.761948,9268099
2014-12-05,235.658600,243.446320,233.545761,241.836624,241.836624,9742539
2014-12-06,241.774368,242.859528,238.044662,240.508896,240.508896,4498055
2014-12-07,240.541611,240.211929,239.539886,241.001678,241.001678,4170939
2014-12-08,240.918137,241.508667,231.266602,231.266525,231.266525,12076618
2014-12-09,231.257584,232.110336,220.204910,224.629456,224.629456,20992028
2014-12-10,224.620529,224.835068,219.956177,219.956177,219.956177,10432272
2014-12-11,218.670227,230.046463,215.539230,223.024948,223.024948,20635848
2014-12-12,223.233017,224.686829,222.280121,224.334702,224.334702,10811199
2014-12-13,224.232269,224.232269,220.545990,221.047409,221.047409,7429780
2014-12-14,220.634415,224.570023,219.801468,223.670242,223.670242,7897207
2014-12-15,223.497864,223.772415,220.546036,220.766479,220.766479,11036374
2014-12-16,220.976151,221.222336,207.763947,207.763947,207.763947,19606720
2014-12-17,207.632462,212.209442,201.400818,205.366394,205.366394,24126838
2014-12-18,205.372162,207.625565,195.308472,198.771866,198.771866,25005106
2014-12-19,198.633331,203.808945,195.868347,203.367447,203.367447,15242881
2014-12-20,203.224121,211.353897,202.216400,211.117783,211.117783,13344871
2014-12-21,210.853546,210.908569,204.045700,205.326370,205.326370,9732241
2014-12-22,205.470367,213.520584,204.836014,213.075241,213.075241,14326592
2014-12-23,213.159348,216.959351,211.486679,215.588623,215.588623,10679940
2014-12-24,215.468140,215.697525,206.620590,207.244095,207.244095,9697551
2014-12-25,207.084763,207.331497,204.002060,205.057526,205.057526,6353178
2014-12-26,205.150101,213.093307,203.527039,210.897171,210.897171,10554054
2014-12-27,210.677856,211.531937,201.061157,203.140396,203.140396,9766029
2014-12-28,203.331406,205.819031,200.063034,204.012222,204.012222,7509067
2014-12-29,204.309311,205.761002,201.293594,201.553543,201.553543,7930445
2014-12-30,201.585114,202.853912,199.248398,199.651123,199.651123,8049537
2014-12-31,199.764847,205.528595,199.121246,205.528595,205.528595,8949804
2015-01-01,205.683929,205.683929,201.658844,201.739105,201.739105,5159241
2015-01-02,201.629974,205.972992,201.494019,205.567383,205.567383,5129298
2015-01-03,205.446014,205.644363,183.414032,183.414032,183.414032,21568939
2015-01-04,183.455795,187.425781,168.099182,172.879868,172.879868,36401714
2015-01-05,173.461594,181.827148,173.223557,179.900375,179.900375,28814839
2015-01-06,179.990158,189.879166,179.606155,189.078354,189.078354,15357888
2015-01-07,189.004364,197.863434,187.073090,194.873550,194.873550,16463718
2015-01-08,194.739807,194.701141,187.131104,187.847382,187.847382,13247480
2015-01-09,187.206970,192.015045,185.869598,191.561996,191.561996,12347361
2015-01-10,189.513855,190.057404,180.716354,181.263840,181.263840,10068799
2015-01-11,181.139847,184.457779,174.574493,174.925919,174.925919,11984460
2015-01-12,175.245926,179.458725,175.420044,176.553268,176.553268,12447455
2015-01-13,176.288254,176.998749,144.970673,148.916061,148.916061,48027892
2015-01-14,147.619171,147.609436,112.591080,116.934540,116.934540,64105248
2015-01-15,116.142738,150.414993,116.097000,138.255371,138.255371,53876336
2015-01-16,137.745422,145.745193,131.931717,137.375885,137.375885,25363744
2015-01-17,137.202271,139.774887,128.647339,131.542114,131.542114,15493596
2015-01-18,132.063644,144.372192,128.403748,138.920151,138.920151,19869955
2015-01-19,139.667786,143.376556,137.015396,142.405212,142.405212,12366317
2015-01-20,141.110153,142.836945,135.066818,139.537109,139.537109,15881603
2015-01-21,139.578720,150.484238,139.764435,149.865921,149.865921,19765257
2015-01-22,150.146637,156.427536,149.629288,155.572891,155.572891,22358594
2015-01-23,155.646866,156.678238,149.960709,155.387329,155.387329,16428704
2015-01-24,155.267899,165.616867,153.481018,165.374664,165.374664,16535997
2015-01-25,165.044373,169.992676,162.734375,169.258179,169.258179,22403402
2015-01-26,169.498993,205.734802,169.318268,181.300049,181.300049,70799522
2015-01-27,181.097183,182.618500,166.314774,173.487198,173.487198,29234871
2015-01-28,173.405548,175.698746,149.954437,154.552353,154.552353,29304393
2015-01-29,154.177734,157.613724,145.867432,154.890549,154.890549,21367338
2015-01-30,154.399048,160.999069,149.909729,150.298706,150.298706,17660272
2015-01-31,150.309326,154.997681,143.583801,144.350479,144.350479,15498307
2015-02-01,143.954208,153.451736,140.733490,150.491974,150.491974,19313419
2015-02-02,150.173050,161.106308,147.700821,158.565628,158.565628,20375465
2015-02-03,158.049789,163.274689,148.085632,150.120880,150.120880,26939494
2015-02-04,150.281387,151.184860,145.920288,149.510971,149.510971,17527384
2015-02-05,150.046127,156.822342,140.389023,141.745117,141.745117,14700267
2015-02-06,141.622375,150.975891,141.088348,145.786438,145.786438,16027351
2015-02-07,146.027145,151.055359,146.010101,149.386063,149.386063,14170405
2015-02-08,149.346054,150.490616,145.006561,146.624664,146.624664,11252346
2015-02-09,146.609573,147.005127,142.634903,144.694977,144.694977,18269326
2015-02-10,144.808044,145.447220,141.219833,144.090591,144.090591,13839614
2015-02-11,144.020447,146.380554,143.102570,143.822174,143.822174,11287335
2015-02-12,143.837265,144.463303,142.753876,144.152374,144.152374,9884425
2015-02-13,144.285614,155.981949,143.769974,152.854828,152.854828,27752499
2015-02-14,152.920395,168.684601,152.920395,167.069870,167.069870,32289637
2015-02-15,167.190613,172.452271,147.597565,152.493668,152.493668,36724722
2015-02-16,152.493668,155.482635,148.570877,152.350647,152.350647,18342367
2015-02-17,152.076355,160.009766,151.255936,158.703583,158.703583,17826123
2015-02-18,158.814331,159.121170,150.148636,153.140228,153.140228,16330222
2015-02-19,153.194656,157.517853,152.447266,155.855881,155.855881,11850878
2015-02-20,155.835129,160.778839,155.066742,158.339188,158.339188,15508378
2015-02-21,158.321640,165.835281,157.952713,158.829559,158.829559,7978825
2015-02-22,158.836060,160.036377,151.841431,153.371246,153.371246,12691407
2015-02-23,153.382950,155.360077,151.207474,154.632660,154.632660,10615573
2015-02-24,154.701279,155.446777,152.971390,154.481033,154.481033,9188818
2015-02-25,154.581345,154.702347,151.837280,152.969589,152.969589,7405436
2015-02-26,152.883926,153.104477,150.744537,153.413788,153.413788,8837453
2015-02-27,153.420288,166.269119,153.370529,164.481598,164.481598,28521189
2015-02-28,164.282013,165.041473,161.663422,164.763474,164.763474,9039204
2015-03-01,164.776443,169.876007,159.365601,168.929428,168.929428,16369343
2015-03-02,169.030060,179.930313,167.670380,179.531113,179.531113,26353435
2015-03-03,179.124710,186.089325,174.595352,183.340057,183.340057,32841718
2015-03-04,183.527496,185.938110,175.670578,178.971100,178.971100,27120387
2015-03-05,178.739777,184.832993,173.835602,181.171616,181.171616,27094200
2015-03-06,180.792450,182.109680,177.781815,181.392075,181.392075,19234386
2015-03-07,181.106750,184.804794,179.669434,183.745255,183.745255,11856268
2015-03-08,183.859665,184.807449,181.287003,182.210266,182.210266,14656239
2015-03-09,182.514450,193.521317,181.988708,191.729233,191.729233,39177888
2015-03-10,191.898041,198.875854,191.831970,193.577499,193.577499,44964702
2015-03-11,193.421570,198.990295,192.797974,198.499100,198.499100,22747237
2015-03-12,198.330322,199.857391,194.967987,197.698975,197.698975,21885418
2015-03-13,197.540466,197.981842,193.540665,193.540665,193.540665,21312826
2015-03-14,192.933594,194.222351,190.582657,191.199219,191.199219,15337651
2015-03-15,190.887192,194.401917,190.596222,194.138428,194.138428,8114221
2015-03-16,193.658478,198.966309,193.658478,196.068405,196.068405,14517306
2015-03-17,196.069763,197.543915,192.861298,193.602097,193.602097,14577337
2015-03-18,193.305069,193.474365,167.081238,171.368683,171.368683,38117143
2015-03-19,171.088531,179.355179,166.267227,176.852386,176.852386,35740816
2015-03-20,176.871353,179.302689,175.679214,175.094650,175.094650,12346444
2015-03-21,175.024429,175.393677,171.014786,173.941391,173.941391,11459027
2015-03-22,173.869156,180.372452,173.650406,179.357422,179.357422,12341432
2015-03-23,179.313919,186.005493,175.068558,178.445267,178.445267,15260837
2015-03-24,178.336227,178.621216,164.193008,165.595718,165.595718,27020227
2015-03-25,166.861298,167.039825,159.055145,165.521713,165.521713,24113822
2015-03-26,165.574829,171.386032,164.454071,167.327805,167.327805,17323099
2015-03-27,167.350693,172.564850,165.159958,166.069916,166.069916,11613378
2015-03-28,166.033615,170.894119,166.033615,169.948242,169.948242,10783798
2015-03-29,169.909241,170.177490,161.796326,163.124542,163.124542,14583910
2015-03-30,163.236099,168.520630,160.956802,167.202103,167.202103,15542826
2015-03-31,167.153473,168.197189,164.012833,164.704605,164.704605,15289991
2015-04-01,164.703949,166.907822,163.177490,166.715210,166.715210,15424217
2015-04-02,166.591827,171.689499,165.296692,170.649536,170.649536,17720625
2015-04-03,170.696075,172.710281,169.786987,170.468536,170.468536,15514846
2015-04-04,170.447754,171.095917,168.308868,170.049606,170.049606,8374220
2015-04-05,170.092499,174.644913,168.873245,174.686951,174.686951,13171470
2015-04-06,174.769409,175.526657,170.603806,171.632416,171.632416,13458417
2015-04-07,171.485962,171.900406,169.310547,170.859756,170.859756,12462815
2015-04-08,170.781479,170.036179,164.277542,164.753906,164.753906,20230231
2015-04-09,164.571686,165.691391,161.942764,165.619522,165.619522,14710460
2015-04-10,165.631760,165.676804,158.909744,161.372620,161.372620,19742976
2015-04-11,161.334335,163.741196,160.075882,161.700729,161.700729,11186820
2015-04-12,161.689117,162.504608,159.611038,161.383865,161.383865,8465728
2015-04-13,161.245132,162.273132,151.316208,153.134460,153.134460,21261284
2015-04-14,153.251740,153.201218,146.391693,148.391220,148.391220,21476741
2015-04-15,148.332993,150.973282,148.126144,150.973282,150.973282,15217860
2015-04-16,151.029953,153.832550,150.948502,153.168259,153.168259,16622260
2015-04-17,153.169601,153.206619,148.595337,148.995255,148.995255,13657196
2015-04-18,148.975861,149.953873,147.654266,149.312119,149.312119,8649642
2015-04-19,149.378967,151.315598,148.704697,148.766968,148.766968,10039096
2015-04-20,148.774979,151.903229,148.301041,150.674805,150.674805,12318687
2015-04-21,150.670776,157.613052,150.144577,157.613052,157.613052,16733436
2015-04-22,157.836136,158.236786,155.329651,155.774628,155.774628,15863699
2015-04-23,155.692810,157.168015,155.227982,157.107178,157.107178,11318849
2015-04-24,156.780289,157.075912,151.510941,152.290268,152.290268,14123995
2015-04-25,152.268539,153.141708,149.043198,149.078094,149.078094,9190833
2015-04-26,149.091278,149.442902,141.494797,144.628265,144.628265,19077049
2015-04-27,144.627609,153.217957,144.280991,150.657730,150.657730,25345949
2015-04-28,150.449432,150.735626,145.777679,147.357605,147.357605,14007437
2015-04-29,147.185364,148.121078,145.178680,146.400421,146.400421,12277295
2015-04-30,146.325851,156.016281,145.786942,153.830368,153.830368,22030226
2015-05-01,153.696167,155.708603,153.298767,153.298767,153.298767,12428363
2015-05-02,153.471832,155.708435,153.471832,155.181976,155.181976,8280269
2015-05-03,155.148956,160.671112,154.622498,158.641678,158.641678,12206521
2015-05-04,158.640350,160.400604,157.292145,158.101608,158.101608,14038497
2015-05-05,157.991806,158.203705,153.444427,155.691025,155.691025,15778122
2015-05-06,155.775421,155.879745,150.423920,150.815170,150.815170,19419270
2015-05-07,150.736420,156.779877,150.278107,154.173050,154.173050,18880342
2015-05-08,154.088608,159.452896,152.769943,157.758453,157.758453,17754884
2015-05-09,157.697632,160.307938,155.025879,156.444565,156.444565,12802755
2015-05-10,156.377930,157.891052,154.514816,155.712814,155.712814,9732439
2015-05-11,155.714752,156.633545,155.338104,155.478653,155.478653,13413996
2015-05-12,155.470306,155.972900,154.216064,153.907822,153.907822,12308566
2015-05-13,154.090378,155.215591,149.367691,150.233246,150.233246,17274755
2015-05-14,150.129654,151.002670,148.362701,150.259384,150.259384,15483066
2015-05-15,150.275879,151.214767,150.632950,151.148209,151.148209,10387659
2015-05-16,151.173019,151.206741,149.678757,150.224548,150.224548,7054516
2015-05-17,150.133591,151.415390,150.133591,150.484238,150.484238,7075686
2015-05-18,150.538254,150.848969,148.517761,148.858948,148.858948,10714705
2015-05-19,148.800842,150.193069,149.540054,149.566040,149.566040,9183582
2015-05-20,149.529282,151.213272,149.730042,150.581055,150.581055,9973232
2015-05-21,150.579758,150.760696,150.356873,150.341125,150.341125,9651782
2015-05-22,150.326431,155.845947,150.419144,155.183365,155.183365,17434788
2015-05-23,155.143341,155.620483,154.113510,154.230362,154.230362,9429881
2015-05-24,154.297516,156.235794,154.190994,155.765076,155.765076,7439394
2015-05-25,155.748276,155.537552,153.004654,153.310486,153.310486,9326199
2015-05-26,153.306610,154.582153,152.937515,154.081482,154.081482,10673208
2015-05-27,154.048355,154.817703,154.389801,154.622055,154.622055,12274859
2015-05-28,154.605118,155.339005,153.980087,154.996414,154.996414,9028922
2015-05-29,154.976166,155.080963,153.971909,155.076187,155.076187,9683432
2015-05-30,155.073578,155.074234,151.773178,152.622803,152.622803,9221401
2015-05-31,152.485443,152.561966,150.174683,150.598633,150.598633,9637422
2015-06-01,150.626755,151.843384,145.599060,146.748734,146.748734,17174972
2015-06-02,146.727661,147.839371,146.270554,147.266022,147.266022,13343116
2015-06-03,147.222321,148.319855,145.816238,147.408463,147.408463,11585459
2015-06-04,147.341904,147.571320,145.915985,146.053787,146.053787,9589231
2015-06-05,145.943100,148.136887,145.649673,147.316299,147.316299,11824819
2015-06-06,147.351013,147.818588,146.941055,147.753113,147.753113,7289783
2015-06-07,147.738037,148.129669,146.049194,146.046127,146.046127,8727082
2015-06-08,146.044815,149.546402,145.970795,148.940094,148.940094,15239163
2015-06-09,148.972031,150.881287,148.536331,148.896835,148.896835,18431450
2015-06-10,148.862381,148.409225,147.217194,147.643417,147.643417,10263147
2015-06-11,147.676971,148.927765,147.639236,148.072586,148.072586,9292851
2015-06-12,148.072586,148.551498,147.781784,147.822342,147.822342,9009962
2015-06-13,147.782486,149.538498,147.326141,149.377808,149.377808,8552063
2015-06-14,149.403519,150.956421,149.121994,150.053329,150.053329,7816692
2015-06-15,149.975586,152.566559,150.043060,151.848557,151.848557,12767440
2015-06-16,151.811356,161.042740,151.408783,160.459839,160.459839,26612944
2015-06-17,160.413788,163.278244,157.593353,157.326599,157.326599,27679646
2015-06-18,157.417480,158.578445,154.188721,156.825165,156.825165,19511399
2015-06-19,156.847839,158.205368,153.498932,154.014603,154.014603,15089598
2015-06-20,153.966751,154.784027,151.509262,154.396179,154.396179,12975758
2015-06-21,154.325653,154.403732,152.299454,153.713928,153.713928,6679836
2015-06-22,153.729675,156.661621,153.794083,156.095566,156.095566,11181507
2015-06-23,156.055740,156.809341,154.233063,155.276169,155.276169,9603190
2015-06-24,155.267273,155.225845,153.164993,153.164993,153.164993,11045596
2015-06-25,153.069473,155.156540,153.098724,154.246231,154.246231,10249094
2015-06-26,154.122360,154.780914,153.552216,154.692322,154.692322,8880104
2015-06-27,154.663742,159.610718,154.389404,159.389099,159.389099,13011113
2015-06-28,159.366867,159.504669,157.731888,158.767532,158.767532,9651619
2015-06-29,158.582626,163.523239,158.321762,163.464325,163.464325,22092649
2015-06-30,163.446533,170.409698,162.815521,167.775497,167.775497,28401658
2015-07-01,167.949615,169.017776,163.360794,165.750824,165.750824,17323463
2015-07-02,165.706589,167.626221,162.759232,163.631241,163.631241,13807354
2015-07-03,163.661346,164.729584,162.326309,164.581696,164.581696,12220738
2015-07-04,164.681213,167.869659,163.210266,167.503036,167.503036,10029149
2015-07-05,167.451035,176.247833,166.100159,174.886154,174.886154,28399858
2015-07-06,174.368408,177.572815,172.012604,172.499359,172.499359,31517568
2015-07-07,173.097595,174.059280,171.523315,172.213089,172.213089,18668391
2015-07-08,172.067535,177.669235,171.323212,176.246429,176.246429,24069382
2015-07-09,176.273758,176.967316,173.850159,175.198807,175.198807,26225808
2015-07-10,175.151947,190.156860,174.876068,183.506607,183.506607,64663446
2015-07-11,183.497589,192.274399,182.628021,188.801926,188.801926,26479806
2015-07-12,188.818039,202.508224,188.409027,200.442978,200.442978,36369204
2015-07-13,200.417175,200.559860,180.482330,188.738525,188.738525,40102042
2015-07-14,188.725601,190.264694,185.370239,183.894562,183.894562,18377175
2015-07-15,184.266251,187.618668,182.529739,182.977402,182.977402,17595928
2015-07-16,183.113754,186.261765,176.266403,178.159393,178.159393,31701326
2015-07-17,178.160675,179.655151,173.729477,179.056885,179.056885,17677729
2015-07-18,178.966553,181.014221,175.599060,176.128265,176.128265,16137301
2015-07-19,176.042419,176.620972,174.598282,175.404846,175.404846,9829155
2015-07-20,175.331100,179.213074,174.963135,179.213074,179.213074,14589452
2015-07-21,179.149475,180.288544,177.072784,177.350357,177.350357,14743586
2015-07-22,177.237198,178.093765,176.360077,177.581177,177.581177,12420600
2015-07-23,177.657425,178.105026,177.686417,177.935425,177.935425,11944888
2015-07-24,177.907059,186.542618,177.457291,185.865906,185.865906,23984139
2015-07-25,185.792389,187.448746,184.398468,186.136032,186.136032,13321856
2015-07-26,186.099304,188.943909,185.497101,188.574188,188.574188,10329424
2015-07-27,188.543915,191.273117,185.188766,188.716492,188.716492,19661932
2015-07-28,188.722275,190.599457,188.200241,188.662689,188.662689,16310137
2015-07-29,188.699219,188.720459,184.699081,185.670319,185.670319,15818811
2015-07-30,185.358078,186.037842,183.579758,184.413528,184.413528,13867324
2015-07-31,184.396881,185.206390,181.187195,182.175995,182.175995,15122624
2015-08-01,182.199036,182.356491,177.991684,180.224655,180.224655,12156800
2015-08-02,179.487366,181.094131,177.618561,180.954041,180.954041,11347291
2015-08-03,181.076965,183.182114,179.395050,180.424072,180.424072,13776929
2015-08-04,180.422791,183.444626,180.445938,183.254944,183.254944,14076522
2015-08-05,183.016571,183.755554,180.302338,180.693588,180.693588,12902564
2015-08-06,180.708984,180.732147,179.418060,179.622803,179.622803,12116899
2015-08-07,179.728546,181.248871,178.139740,180.435623,180.435623,27418393
2015-08-08,180.536957,180.656998,168.254272,168.439499,168.439499,37775411
2015-08-09,168.516296,172.315582,168.098083,171.186966,171.186966,15362996
2015-08-10,171.442032,172.568192,169.296631,169.716995,169.716995,13463004
2015-08-11,169.634872,173.535706,169.737122,173.535706,173.535706,16323663
2015-08-12,173.671768,173.999100,170.019852,170.677261,170.677261,17181649
2015-08-13,170.553604,170.475754,168.218246,169.184433,169.184433,17736882
2015-08-14,169.217758,171.025009,167.528183,169.839539,169.839539,17318417
2015-08-15,169.743011,170.470490,167.037003,167.200027,167.200027,12351275
2015-08-16,167.401398,167.768326,164.316940,165.232971,165.232971,18994566
2015-08-17,165.222107,166.446243,164.512772,165.581528,165.581528,13875417
2015-08-18,165.549423,165.624329,134.780029,134.780029,134.780029,26912202
2015-08-19,144.097443,151.515091,142.061096,144.568878,144.568878,38819642
2015-08-20,144.705994,151.612808,144.650650,150.057388,150.057388,20578296
2015-08-21,150.060562,150.421173,147.641922,148.180313,148.180313,14765084
2015-08-22,148.239563,149.701813,141.894867,146.791977,146.791977,14785536
2015-08-23,146.783051,148.266968,143.727310,145.608810,145.608810,11746394
2015-08-24,145.572433,145.589661,133.529816,133.596725,133.596725,37586125
2015-08-25,133.325714,144.263763,126.604706,141.197189,141.197189,38922714
2015-08-26,141.494751,148.718552,140.168045,145.913925,145.913925,20551786
2015-08-27,146.055435,148.402023,145.173935,145.868652,145.868652,14215977
2015-08-28,145.824524,152.799133,143.290955,150.345001,150.345001,20360340
2015-08-29,150.444412,151.531418,147.703201,149.295044,149.295044,11138002
2015-08-30,149.369766,150.781616,146.999542,148.420822,148.420822,12594952
2015-08-31,148.649841,151.150787,146.517273,149.776047,149.776047,13483528
2015-09-01,149.906250,150.462677,147.676086,149.108444,149.108444,13448722
2015-09-02,149.046997,150.566147,147.955185,149.839233,149.839233,12260096
2015-09-03,149.865387,150.068619,148.381119,148.913864,148.913864,11459098
2015-09-04,148.934845,152.208298,148.924957,151.811478,151.811478,13818325
2015-09-05,151.746216,155.664474,151.247849,154.923538,154.923538,13626499
2015-09-06,154.825317,160.126572,154.700729,157.862167,157.862167,16766734
2015-09-07,157.924042,158.602036,157.250504,157.070724,157.070724,13878323
2015-09-08,157.070068,159.784821,156.898392,158.248016,158.248016,17460828
2015-09-09,158.123291,158.763229,154.871704,155.117889,155.117889,15393838
2015-09-10,155.227295,156.470398,153.479782,154.474030,154.474030,13742388
2015-09-11,154.378159,156.238022,154.338165,155.630661,155.630661,12460915
2015-09-12,155.467331,155.641693,152.161011,152.468887,152.468887,11642857
2015-09-13,152.477310,152.926498,148.521469,149.256668,149.256668,11965034
2015-09-14,149.319473,151.092041,147.576233,149.545486,149.545486,13614601
2015-09-15,149.446930,168.980316,149.789490,150.113419,150.113419,12500195
2015-09-16,150.078217,150.638474,147.405197,147.695831,147.695831,12987041
2015-09-17,147.686157,148.523056,147.579941,147.645355,147.645355,12165371
2015-09-18,150.029556,149.832489,148.398956,149.967819,149.967819,13030061
2015-09-19,149.892502,150.115875,148.753784,149.013840,149.013840,8183199
2015-09-20,148.953339,149.575150,148.638565,148.938416,148.938416,9304753
2015-09-21,148.941635,148.903275,146.057770,146.459213,146.459213,12691905
2015-09-22,146.384384,150.236618,145.339920,150.249527,150.249527,16293765
2015-09-23,150.456711,151.111328,150.049667,151.054779,151.054779,11317874
2015-09-24,151.103973,154.787842,151.042831,154.021805,154.021805,16482432
2015-09-25,153.912125,156.407776,153.598007,154.903824,154.903824,14732279
2015-09-26,154.859024,155.074432,153.727280,154.374176,154.374176,9040909
2015-09-27,154.241776,154.496704,153.005127,153.129608,153.129608,9328881
2015-09-28,153.181580,157.823273,152.938812,157.734970,157.734970,16300375
2015-09-29,157.651871,158.076462,155.697220,156.208420,156.208420,14975778
2015-09-30,156.177399,156.785599,155.376846,156.134659,156.134659,13058734
2015-10-01,156.097626,157.337524,155.665955,156.963791,156.963791,13538258
2015-10-02,156.775482,157.483994,155.455322,156.309204,156.309204,12962189
2015-10-03,156.249252,157.641129,156.079315,157.255783,157.255783,10857453
2015-10-04,157.124695,157.412552,156.849045,156.914520,156.914520,8560985
2015-10-05,156.840759,158.637238,155.636902,158.637238,158.637238,15400184
2015-10-06,158.624695,162.158524,158.589355,161.628357,161.628357,18086639
2015-10-07,161.698639,161.991730,158.448730,158.668442,158.668442,15019395
2015-10-08,158.737671,159.589035,157.802170,157.873337,157.873337,12063656
